Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones
271,3,Plato_5,Descripción del Plato_5,13,22,2,55,Sin cebolla
272,7,Plato_7,Descripción del Plato_7,14,24,2,36,Ninguna
272,7,Plato_8,Descripción del Plato_8,21,35,1,47,Sin cebolla
273,20,Plato_15,Descripción del Plato_15,19,32,1,22,Sin cebolla
273,20,Plato_5,Descripción del Plato_5,13,22,3,40,Ninguna
273,20,Plato_1,Descripción del Plato_1,15,25,1,5,Sin cebolla
274,7,Plato_10,Descripción del Plato_10,15,26,3,33,Ninguna
274,7,Plato_12,Descripción del Plato_12,11,19,2,42,Sin cebolla
275,5,Plato_11,Descripción del Plato_11,20,33,1,32,Sin cebolla
275,5,Plato_17,Descripción del Plato_17,19,31,2,32,Ninguna
275,5,Plato_10,Descripción del Plato_10,15,26,1,58,Ninguna
276,15,Plato_5,Descripción del Plato_5,13,22,2,49,Ninguna
276,15,Plato_10,Descripción del Plato_10,15,26,1,36,Sin cebolla
277,4,Plato_17,Descripción del Plato_17,19,31,3,29,Ninguna
278,5,Plato_17,Descripción del Plato_17,19,31,3,33,Ninguna
278,5,Plato_7,Descripción del Plato_7,14,24,2,28,Sin cebolla
279,11,Plato_20,Descripción del Plato_20,25,40,3,48,Sin cebolla
279,11,Plato_8,Descripción del Plato_8,21,35,1,28,Ninguna
279,11,Plato_4,Descripción del Plato_4,10,18,1,58,Ninguna
279,11,Plato_16,Descripción del Plato_16,16,28,1,8,Ninguna
280,14,Plato_7,Descripción del Plato_7,14,24,2,52,Ninguna
280,14,Plato_14,Descripción del Plato_14,14,23,3,34,Ninguna
281,18,Plato_11,Descripción del Plato_11,20,33,2,9,Sin cebolla
282,6,Plato_4,Descripción del Plato_4,10,18,3,57,Sin cebolla
282,6,Plato_3,Descripción del Plato_3,12,20,1,57,Sin cebolla
283,19,Plato_10,Descripción del Plato_10,15,26,3,6,Ninguna
284,11,Plato_3,Descripción del Plato_3,12,20,3,45,Ninguna
284,11,Plato_6,Descripción del Plato_6,16,27,1,59,Ninguna
284,11,Plato_12,Descripción del Plato_12,11,19,2,41,Ninguna
284,11,Plato_11,Descripción del Plato_11,20,33,1,50,Sin cebolla
285,18,Plato_13,Descripción del Plato_13,13,21,2,12,Sin cebolla
286,15,Plato_18,Descripción del Plato_18,20,34,2,25,Ninguna
287,20,Plato_15,Descripción del Plato_15,19,32,3,46,Ninguna
287,20,Plato_14,Descripción del Plato_14,14,23,2,58,Ninguna
287,20,Plato_2,Descripción del Plato_2,18,30,2,17,Sin cebolla
288,15,Plato_7,Descripción del Plato_7,14,24,2,6,Sin cebolla
288,15,Plato_12,Descripción del Plato_12,11,19,2,32,Ninguna
289,15,Plato_3,Descripción del Plato_3,12,20,3,20,Ninguna
289,15,Plato_10,Descripción del Plato_10,15,26,3,48,Sin cebolla
290,19,Plato_20,Descripción del Plato_20,25,40,1,57,Ninguna
291,2,Plato_18,Descripción del Plato_18,20,34,2,28,Sin cebolla
291,2,Plato_1,Descripción del Plato_1,15,25,1,41,Ninguna
291,2,Plato_8,Descripción del Plato_8,21,35,3,12,Sin cebolla
291,2,Plato_17,Descripción del Plato_17,19,31,2,14,Ninguna
292,10,Plato_16,Descripción del Plato_16,16,28,3,23,Sin cebolla
293,16,Plato_16,Descripción del Plato_16,16,28,3,44,Ninguna
293,16,Plato_2,Descripción del Plato_2,18,30,2,29,Ninguna
293,16,Plato_19,Descripción del Plato_19,22,36,2,47,Ninguna
294,17,Plato_17,Descripción del Plato_17,19,31,2,31,Sin cebolla
294,17,Plato_19,Descripción del Plato_19,22,36,3,13,Ninguna
294,17,Plato_4,Descripción del Plato_4,10,18,3,33,Ninguna
294,17,Plato_18,Descripción del Plato_18,20,34,3,9,Sin cebolla
295,3,Plato_15,Descripción del Plato_15,19,32,1,44,Sin cebolla
295,3,Plato_2,Descripción del Plato_2,18,30,3,35,Ninguna
295,3,Plato_17,Descripción del Plato_17,19,31,2,39,Sin cebolla
295,3,Plato_13,Descripción del Plato_13,13,21,3,59,Ninguna
296,14,Plato_14,Descripción del Plato_14,14,23,1,20,Ninguna
296,14,Plato_19,Descripción del Plato_19,22,36,1,26,Sin cebolla
297,4,Plato_9,Descripción del Plato_9,17,29,2,59,Sin cebolla
297,4,Plato_4,Descripción del Plato_4,10,18,3,13,Sin cebolla
297,4,Plato_13,Descripción del Plato_13,13,21,3,40,Sin cebolla
298,11,Plato_6,Descripción del Plato_6,16,27,3,46,Ninguna
298,11,Plato_19,Descripción del Plato_19,22,36,3,49,Ninguna
298,11,Plato_5,Descripción del Plato_5,13,22,3,46,Sin cebolla
299,6,Plato_3,Descripción del Plato_3,12,20,1,17,Ninguna
299,6,Plato_19,Descripción del Plato_19,22,36,2,55,Ninguna
299,6,Plato_7,Descripción del Plato_7,14,24,3,15,Sin cebolla
299,6,Plato_4,Descripción del Plato_4,10,18,1,26,Ninguna
300,18,Plato_20,Descripción del Plato_20,25,40,3,54,Sin cebolla
300,18,Plato_4,Descripción del Plato_4,10,18,3,14,Ninguna
300,18,Plato_10,Descripción del Plato_10,15,26,1,22,Sin cebolla
300,18,Plato_2,Descripción del Plato_2,18,30,3,28,Ninguna
301,8,Plato_17,Descripción del Plato_17,19,31,3,23,Sin cebolla
301,8,Plato_10,Descripción del Plato_10,15,26,2,57,Sin cebolla
301,8,Plato_9,Descripción del Plato_9,17,29,2,49,Ninguna
301,8,Plato_3,Descripción del Plato_3,12,20,1,54,Ninguna
302,5,Plato_15,Descripción del Plato_15,19,32,3,15,Ninguna
303,14,Plato_3,Descripción del Plato_3,12,20,2,13,Ninguna
303,14,Plato_20,Descripción del Plato_20,25,40,3,16,Ninguna
303,14,Plato_10,Descripción del Plato_10,15,26,1,56,Sin cebolla
303,14,Plato_7,Descripción del Plato_7,14,24,1,7,Ninguna
304,6,Plato_15,Descripción del Plato_15,19,32,2,9,Ninguna
304,6,Plato_13,Descripción del Plato_13,13,21,2,7,Sin cebolla
304,6,Plato_20,Descripción del Plato_20,25,40,2,48,Ninguna
304,6,Plato_17,Descripción del Plato_17,19,31,3,21,Ninguna
305,1,Plato_8,Descripción del Plato_8,21,35,3,17,Ninguna
305,1,Plato_14,Descripción del Plato_14,14,23,1,48,Ninguna
306,7,Plato_15,Descripción del Plato_15,19,32,1,21,Sin cebolla
307,20,Plato_13,Descripción del Plato_13,13,21,3,39,Sin cebolla
308,14,Plato_18,Descripción del Plato_18,20,34,1,44,Sin cebolla
308,14,Plato_8,Descripción del Plato_8,21,35,2,41,Ninguna
308,14,Plato_17,Descripción del Plato_17,19,31,2,42,Ninguna
308,14,Plato_16,Descripción del Plato_16,16,28,2,59,Ninguna
309,9,Plato_20,Descripción del Plato_20,25,40,1,29,Ninguna
309,9,Plato_17,Descripción del Plato_17,19,31,2,43,Sin cebolla
309,9,Plato_8,Descripción del Plato_8,21,35,2,51,Sin cebolla
310,17,Plato_10,Descripción del Plato_10,15,26,3,43,Ninguna
310,17,Plato_2,Descripción del Plato_2,18,30,2,54,Sin cebolla
311,6,Plato_7,Descripción del Plato_7,14,24,1,46,Sin cebolla
311,6,Plato_9,Descripción del Plato_9,17,29,1,28,Sin cebolla
312,2,Plato_15,Descripción del Plato_15,19,32,2,45,Sin cebolla
312,2,Plato_8,Descripción del Plato_8,21,35,2,10,Sin cebolla
313,10,Plato_12,Descripción del Plato_12,11,19,2,27,Sin cebolla
313,10,Plato_17,Descripción del Plato_17,19,31,2,38,Ninguna
313,10,Plato_19,Descripción del Plato_19,22,36,3,26,Ninguna
313,10,Plato_7,Descripción del Plato_7,14,24,1,15,Sin cebolla
314,20,Plato_6,Descripción del Plato_6,16,27,1,5,Ninguna
315,14,Plato_1,Descripción del Plato_1,15,25,1,16,Sin cebolla
315,14,Plato_16,Descripción del Plato_16,16,28,1,7,Sin cebolla
315,14,Plato_9,Descripción del Plato_9,17,29,3,52,Sin cebolla
315,14,Plato_13,Descripción del Plato_13,13,21,1,51,Sin cebolla
316,2,Plato_4,Descripción del Plato_4,10,18,1,30,Ninguna
316,2,Plato_13,Descripción del Plato_13,13,21,1,23,Ninguna
316,2,Plato_6,Descripción del Plato_6,16,27,3,53,Sin cebolla
316,2,Plato_20,Descripción del Plato_20,25,40,1,52,Sin cebolla
317,17,Plato_5,Descripción del Plato_5,13,22,2,20,Sin cebolla
317,17,Plato_18,Descripción del Plato_18,20,34,3,37,Sin cebolla
317,17,Plato_15,Descripción del Plato_15,19,32,1,31,Sin cebolla
318,13,Plato_9,Descripción del Plato_9,17,29,1,39,Sin cebolla
319,1,Plato_15,Descripción del Plato_15,19,32,3,16,Sin cebolla
319,1,Plato_8,Descripción del Plato_8,21,35,2,17,Ninguna
319,1,Plato_20,Descripción del Plato_20,25,40,1,38,Sin cebolla
319,1,Plato_17,Descripción del Plato_17,19,31,2,55,Sin cebolla
320,9,Plato_13,Descripción del Plato_13,13,21,2,44,Sin cebolla
320,9,Plato_5,Descripción del Plato_5,13,22,1,44,Sin cebolla
320,9,Plato_18,Descripción del Plato_18,20,34,1,42,Ninguna
321,18,Plato_16,Descripción del Plato_16,16,28,1,34,Sin cebolla
321,18,Plato_5,Descripción del Plato_5,13,22,2,22,Sin cebolla
321,18,Plato_14,Descripción del Plato_14,14,23,3,39,Ninguna
322,12,Plato_15,Descripción del Plato_15,19,32,2,8,Ninguna
322,12,Plato_13,Descripción del Plato_13,13,21,1,52,Sin cebolla
323,8,Plato_5,Descripción del Plato_5,13,22,3,37,Sin cebolla
323,8,Plato_9,Descripción del Plato_9,17,29,2,33,Ninguna
323,8,Plato_7,Descripción del Plato_7,14,24,2,30,Ninguna
323,8,Plato_4,Descripción del Plato_4,10,18,2,22,Sin cebolla
324,9,Plato_2,Descripción del Plato_2,18,30,1,15,Sin cebolla
324,9,Plato_6,Descripción del Plato_6,16,27,3,58,Ninguna
324,9,Plato_10,Descripción del Plato_10,15,26,1,17,Ninguna
325,18,Plato_13,Descripción del Plato_13,13,21,1,26,Sin cebolla
325,18,Plato_17,Descripción del Plato_17,19,31,1,5,Sin cebolla
325,18,Plato_8,Descripción del Plato_8,21,35,2,13,Sin cebolla
325,18,Plato_15,Descripción del Plato_15,19,32,1,27,Ninguna
326,14,Plato_8,Descripción del Plato_8,21,35,1,14,Ninguna
326,14,Plato_4,Descripción del Plato_4,10,18,1,28,Ninguna
326,14,Plato_16,Descripción del Plato_16,16,28,1,49,Ninguna
327,12,Plato_18,Descripción del Plato_18,20,34,3,33,Ninguna
327,12,Plato_4,Descripción del Plato_4,10,18,1,7,Sin cebolla
327,12,Plato_6,Descripción del Plato_6,16,27,1,34,Ninguna
328,4,Plato_8,Descripción del Plato_8,21,35,1,21,Ninguna
329,13,Plato_13,Descripción del Plato_13,13,21,2,56,Ninguna
329,13,Plato_20,Descripción del Plato_20,25,40,2,17,Ninguna
329,13,Plato_17,Descripción del Plato_17,19,31,2,58,Ninguna
329,13,Plato_14,Descripción del Plato_14,14,23,1,8,Ninguna
330,10,Plato_1,Descripción del Plato_1,15,25,2,25,Sin cebolla
330,10,Plato_16,Descripción del Plato_16,16,28,2,43,Ninguna
330,10,Plato_14,Descripción del Plato_14,14,23,3,21,Ninguna
330,10,Plato_13,Descripción del Plato_13,13,21,2,51,Sin cebolla
331,20,Plato_12,Descripción del Plato_12,11,19,1,5,Ninguna
331,20,Plato_8,Descripción del Plato_8,21,35,3,26,Sin cebolla
331,20,Plato_7,Descripción del Plato_7,14,24,1,55,Ninguna
331,20,Plato_1,Descripción del Plato_1,15,25,1,35,Ninguna
332,6,Plato_20,Descripción del Plato_20,25,40,3,17,Ninguna
333,6,Plato_19,Descripción del Plato_19,22,36,1,38,Sin cebolla
333,6,Plato_4,Descripción del Plato_4,10,18,2,23,Sin cebolla
334,12,Plato_13,Descripción del Plato_13,13,21,2,36,Sin cebolla
334,12,Plato_14,Descripción del Plato_14,14,23,1,58,Ninguna
334,12,Plato_7,Descripción del Plato_7,14,24,2,31,Ninguna
334,12,Plato_2,Descripción del Plato_2,18,30,2,31,Ninguna
335,14,Plato_2,Descripción del Plato_2,18,30,1,33,Sin cebolla
335,14,Plato_16,Descripción del Plato_16,16,28,3,36,Sin cebolla
336,4,Plato_13,Descripción del Plato_13,13,21,2,12,Sin cebolla
336,4,Plato_12,Descripción del Plato_12,11,19,2,33,Sin cebolla
336,4,Plato_10,Descripción del Plato_10,15,26,3,20,Sin cebolla
337,11,Plato_7,Descripción del Plato_7,14,24,3,53,Ninguna
337,11,Plato_16,Descripción del Plato_16,16,28,1,5,Sin cebolla
338,18,Plato_18,Descripción del Plato_18,20,34,3,44,Ninguna
338,18,Plato_13,Descripción del Plato_13,13,21,1,10,Sin cebolla
338,18,Plato_15,Descripción del Plato_15,19,32,3,30,Sin cebolla
338,18,Plato_3,Descripción del Plato_3,12,20,3,59,Ninguna
339,13,Plato_9,Descripción del Plato_9,17,29,2,6,Sin cebolla
339,13,Plato_14,Descripción del Plato_14,14,23,2,40,Ninguna
340,15,Plato_20,Descripción del Plato_20,25,40,2,35,Sin cebolla
340,15,Plato_16,Descripción del Plato_16,16,28,3,56,Ninguna
341,14,Plato_16,Descripción del Plato_16,16,28,1,46,Ninguna
341,14,Plato_5,Descripción del Plato_5,13,22,2,34,Sin cebolla
341,14,Plato_8,Descripción del Plato_8,21,35,3,8,Sin cebolla
342,19,Plato_14,Descripción del Plato_14,14,23,2,23,Sin cebolla
342,19,Plato_16,Descripción del Plato_16,16,28,2,31,Sin cebolla
343,12,Plato_18,Descripción del Plato_18,20,34,2,58,Sin cebolla
343,12,Plato_14,Descripción del Plato_14,14,23,3,43,Ninguna
344,15,Plato_8,Descripción del Plato_8,21,35,1,11,Sin cebolla
344,15,Plato_17,Descripción del Plato_17,19,31,2,28,Sin cebolla
344,15,Plato_15,Descripción del Plato_15,19,32,2,19,Sin cebolla
344,15,Plato_5,Descripción del Plato_5,13,22,1,28,Ninguna
345,16,Plato_12,Descripción del Plato_12,11,19,2,18,Ninguna
346,1,Plato_19,Descripción del Plato_19,22,36,2,22,Sin cebolla
347,7,Plato_8,Descripción del Plato_8,21,35,2,44,Ninguna
348,16,Plato_10,Descripción del Plato_10,15,26,1,31,Sin cebolla
348,16,Plato_3,Descripción del Plato_3,12,20,3,57,Ninguna
349,13,Plato_2,Descripción del Plato_2,18,30,2,25,Sin cebolla
349,13,Plato_12,Descripción del Plato_12,11,19,3,7,Ninguna
349,13,Plato_8,Descripción del Plato_8,21,35,1,53,Ninguna
350,2,Plato_17,Descripción del Plato_17,19,31,2,52,Sin cebolla
350,2,Plato_6,Descripción del Plato_6,16,27,3,57,Sin cebolla
351,1,Plato_15,Descripción del Plato_15,19,32,3,18,Sin cebolla
351,1,Plato_8,Descripción del Plato_8,21,35,3,7,Sin cebolla
352,1,Plato_11,Descripción del Plato_11,20,33,3,7,Sin cebolla
353,7,Plato_5,Descripción del Plato_5,13,22,2,50,Sin cebolla
353,7,Plato_2,Descripción del Plato_2,18,30,1,16,Ninguna
353,7,Plato_8,Descripción del Plato_8,21,35,2,37,Ninguna
353,7,Plato_18,Descripción del Plato_18,20,34,2,25,Sin cebolla
354,12,Plato_12,Descripción del Plato_12,11,19,3,32,Sin cebolla
354,12,Plato_15,Descripción del Plato_15,19,32,2,49,Sin cebolla
354,12,Plato_4,Descripción del Plato_4,10,18,2,7,Sin cebolla
354,12,Plato_7,Descripción del Plato_7,14,24,1,49,Sin cebolla
355,4,Plato_10,Descripción del Plato_10,15,26,1,7,Sin cebolla
356,1,Plato_4,Descripción del Plato_4,10,18,2,7,Ninguna
357,17,Plato_1,Descripción del Plato_1,15,25,1,12,Ninguna
357,17,Plato_3,Descripción del Plato_3,12,20,2,5,Sin cebolla
357,17,Plato_6,Descripción del Plato_6,16,27,3,31,Sin cebolla
357,17,Plato_5,Descripción del Plato_5,13,22,1,48,Ninguna
358,13,Plato_10,Descripción del Plato_10,15,26,2,50,Ninguna
358,13,Plato_4,Descripción del Plato_4,10,18,3,50,Sin cebolla
358,13,Plato_3,Descripción del Plato_3,12,20,3,52,Ninguna
359,11,Plato_5,Descripción del Plato_5,13,22,1,26,Sin cebolla
359,11,Plato_16,Descripción del Plato_16,16,28,3,57,Sin cebolla
359,11,Plato_9,Descripción del Plato_9,17,29,2,12,Sin cebolla
359,11,Plato_10,Descripción del Plato_10,15,26,1,50,Sin cebolla
360,16,Plato_13,Descripción del Plato_13,13,21,1,42,Ninguna
360,16,Plato_2,Descripción del Plato_2,18,30,3,36,Sin cebolla
360,16,Plato_10,Descripción del Plato_10,15,26,1,51,Sin cebolla
360,16,Plato_15,Descripción del Plato_15,19,32,3,30,Sin cebolla
361,16,Plato_9,Descripción del Plato_9,17,29,1,58,Ninguna
361,16,Plato_7,Descripción del Plato_7,14,24,3,54,Sin cebolla
362,15,Plato_3,Descripción del Plato_3,12,20,1,41,Ninguna
362,15,Plato_7,Descripción del Plato_7,14,24,1,58,Ninguna
362,15,Plato_4,Descripción del Plato_4,10,18,1,24,Ninguna
363,5,Plato_2,Descripción del Plato_2,18,30,1,48,Ninguna
363,5,Plato_7,Descripción del Plato_7,14,24,3,41,Sin cebolla
363,5,Plato_19,Descripción del Plato_19,22,36,2,42,Ninguna
363,5,Plato_11,Descripción del Plato_11,20,33,2,18,Ninguna
364,15,Plato_16,Descripción del Plato_16,16,28,2,52,Ninguna
364,15,Plato_5,Descripción del Plato_5,13,22,1,20,Ninguna
364,15,Plato_1,Descripción del Plato_1,15,25,2,14,Ninguna
364,15,Plato_9,Descripción del Plato_9,17,29,1,26,Ninguna
365,4,Plato_19,Descripción del Plato_19,22,36,3,25,Sin cebolla
366,17,Plato_6,Descripción del Plato_6,16,27,2,30,Ninguna
366,17,Plato_8,Descripción del Plato_8,21,35,3,51,Sin cebolla
366,17,Plato_20,Descripción del Plato_20,25,40,2,9,Ninguna
367,12,Plato_10,Descripción del Plato_10,15,26,2,34,Sin cebolla
367,12,Plato_9,Descripción del Plato_9,17,29,1,26,Sin cebolla
367,12,Plato_3,Descripción del Plato_3,12,20,1,13,Sin cebolla
368,13,Plato_11,Descripción del Plato_11,20,33,3,45,Ninguna
368,13,Plato_7,Descripción del Plato_7,14,24,1,40,Sin cebolla
369,20,Plato_17,Descripción del Plato_17,19,31,2,7,Sin cebolla
369,20,Plato_14,Descripción del Plato_14,14,23,2,7,Sin cebolla
369,20,Plato_16,Descripción del Plato_16,16,28,2,8,Sin cebolla
369,20,Plato_10,Descripción del Plato_10,15,26,3,20,Sin cebolla
370,13,Plato_19,Descripción del Plato_19,22,36,2,33,Sin cebolla
371,4,Plato_17,Descripción del Plato_17,19,31,2,11,Sin cebolla
371,4,Plato_19,Descripción del Plato_19,22,36,1,13,Ninguna
371,4,Plato_16,Descripción del Plato_16,16,28,2,11,Ninguna
371,4,Plato_14,Descripción del Plato_14,14,23,2,14,Sin cebolla
372,14,Plato_4,Descripción del Plato_4,10,18,2,22,Ninguna
373,19,Plato_13,Descripción del Plato_13,13,21,1,41,Sin cebolla
373,19,Plato_8,Descripción del Plato_8,21,35,1,49,Ninguna
373,19,Plato_5,Descripción del Plato_5,13,22,2,17,Sin cebolla
373,19,Plato_3,Descripción del Plato_3,12,20,3,9,Sin cebolla
374,18,Plato_8,Descripción del Plato_8,21,35,1,9,Sin cebolla
375,18,Plato_17,Descripción del Plato_17,19,31,3,27,Ninguna
376,16,Plato_14,Descripción del Plato_14,14,23,2,5,Sin cebolla
377,5,Plato_18,Descripción del Plato_18,20,34,2,13,Ninguna
377,5,Plato_15,Descripción del Plato_15,19,32,1,33,Ninguna
378,3,Plato_2,Descripción del Plato_2,18,30,1,14,Sin cebolla
378,3,Plato_12,Descripción del Plato_12,11,19,1,7,Sin cebolla
379,4,Plato_8,Descripción del Plato_8,21,35,2,6,Ninguna
380,5,Plato_11,Descripción del Plato_11,20,33,3,58,Ninguna
380,5,Plato_12,Descripción del Plato_12,11,19,2,35,Ninguna
381,4,Plato_10,Descripción del Plato_10,15,26,3,35,Ninguna
381,4,Plato_11,Descripción del Plato_11,20,33,2,12,Ninguna
382,20,Plato_9,Descripción del Plato_9,17,29,3,54,Sin cebolla
383,6,Plato_19,Descripción del Plato_19,22,36,3,9,Sin cebolla
384,1,Plato_4,Descripción del Plato_4,10,18,2,26,Ninguna
384,1,Plato_12,Descripción del Plato_12,11,19,3,35,Sin cebolla
384,1,Plato_6,Descripción del Plato_6,16,27,1,49,Sin cebolla
385,6,Plato_2,Descripción del Plato_2,18,30,2,22,Ninguna
386,5,Plato_11,Descripción del Plato_11,20,33,3,40,Sin cebolla
387,6,Plato_17,Descripción del Plato_17,19,31,3,18,Sin cebolla
388,18,Plato_17,Descripción del Plato_17,19,31,2,52,Sin cebolla
388,18,Plato_19,Descripción del Plato_19,22,36,2,37,Ninguna
388,18,Plato_9,Descripción del Plato_9,17,29,2,31,Sin cebolla
388,18,Plato_11,Descripción del Plato_11,20,33,3,51,Sin cebolla
389,19,Plato_11,Descripción del Plato_11,20,33,1,24,Ninguna
390,9,Plato_5,Descripción del Plato_5,13,22,2,52,Sin cebolla
390,9,Plato_10,Descripción del Plato_10,15,26,3,13,Sin cebolla
390,9,Plato_13,Descripción del Plato_13,13,21,1,28,Sin cebolla
391,15,Plato_5,Descripción del Plato_5,13,22,1,35,Ninguna
392,14,Plato_15,Descripción del Plato_15,19,32,3,17,Ninguna
392,14,Plato_7,Descripción del Plato_7,14,24,1,37,Sin cebolla
393,13,Plato_12,Descripción del Plato_12,11,19,2,40,Ninguna
393,13,Plato_8,Descripción del Plato_8,21,35,3,23,Ninguna
393,13,Plato_13,Descripción del Plato_13,13,21,1,20,Sin cebolla
393,13,Plato_5,Descripción del Plato_5,13,22,2,26,Sin cebolla
394,17,Plato_7,Descripción del Plato_7,14,24,2,5,Ninguna
394,17,Plato_9,Descripción del Plato_9,17,29,1,42,Sin cebolla
395,2,Plato_12,Descripción del Plato_12,11,19,2,8,Ninguna
396,11,Plato_3,Descripción del Plato_3,12,20,1,31,Sin cebolla
396,11,Plato_13,Descripción del Plato_13,13,21,3,26,Sin cebolla
397,4,Plato_6,Descripción del Plato_6,16,27,2,10,Sin cebolla
397,4,Plato_17,Descripción del Plato_17,19,31,3,59,Sin cebolla
398,9,Plato_16,Descripción del Plato_16,16,28,2,50,Ninguna
398,9,Plato_11,Descripción del Plato_11,20,33,2,21,Sin cebolla
399,7,Plato_11,Descripción del Plato_11,20,33,3,45,Ninguna
399,7,Plato_19,Descripción del Plato_19,22,36,3,46,Sin cebolla
400,9,Plato_20,Descripción del Plato_20,25,40,2,28,Ninguna
400,9,Plato_16,Descripción del Plato_16,16,28,2,13,Ninguna
400,9,Plato_17,Descripción del Plato_17,19,31,2,38,Sin cebolla
401,16,Plato_13,Descripción del Plato_13,13,21,2,20,Ninguna
402,18,Plato_1,Descripción del Plato_1,15,25,2,16,Sin cebolla
402,18,Plato_12,Descripción del Plato_12,11,19,3,29,Sin cebolla
402,18,Plato_5,Descripción del Plato_5,13,22,2,21,Ninguna
403,14,Plato_5,Descripción del Plato_5,13,22,3,17,Ninguna
403,14,Plato_4,Descripción del Plato_4,10,18,2,5,Sin cebolla
403,14,Plato_15,Descripción del Plato_15,19,32,2,8,Sin cebolla
403,14,Plato_7,Descripción del Plato_7,14,24,1,55,Sin cebolla
404,17,Plato_13,Descripción del Plato_13,13,21,2,20,Ninguna
404,17,Plato_3,Descripción del Plato_3,12,20,1,53,Sin cebolla
404,17,Plato_20,Descripción del Plato_20,25,40,3,29,Sin cebolla
405,5,Plato_10,Descripción del Plato_10,15,26,1,41,Sin cebolla
405,5,Plato_20,Descripción del Plato_20,25,40,1,44,Ninguna
405,5,Plato_3,Descripción del Plato_3,12,20,2,13,Sin cebolla
406,14,Plato_3,Descripción del Plato_3,12,20,3,6,Ninguna
406,14,Plato_8,Descripción del Plato_8,21,35,2,56,Ninguna
406,14,Plato_1,Descripción del Plato_1,15,25,1,55,Sin cebolla
407,4,Plato_3,Descripción del Plato_3,12,20,3,32,Ninguna
407,4,Plato_8,Descripción del Plato_8,21,35,1,18,Sin cebolla
408,17,Plato_1,Descripción del Plato_1,15,25,1,58,Sin cebolla
408,17,Plato_7,Descripción del Plato_7,14,24,3,11,Ninguna
408,17,Plato_18,Descripción del Plato_18,20,34,1,37,Sin cebolla
409,15,Plato_13,Descripción del Plato_13,13,21,3,44,Sin cebolla
409,15,Plato_20,Descripción del Plato_20,25,40,1,43,Ninguna
409,15,Plato_16,Descripción del Plato_16,16,28,1,47,Ninguna
409,15,Plato_7,Descripción del Plato_7,14,24,3,29,Ninguna
410,1,Plato_3,Descripción del Plato_3,12,20,1,50,Sin cebolla
410,1,Plato_19,Descripción del Plato_19,22,36,1,41,Ninguna
411,3,Plato_20,Descripción del Plato_20,25,40,3,36,Sin cebolla
411,3,Plato_4,Descripción del Plato_4,10,18,1,33,Ninguna
